sentence_index	path	sentence
362	unknown_362	Ħammrilna wiċċna ma' kumpaniji rinomati f'dan il-qasam!
363	unknown_363	Imma allura jien nistaqsi: Kif ma stinkajniex minn qabel?
364	unknown_364	U l-equipment?
365	unknown_365	Din hija l-famuża riforma?
366	unknown_366	Qed ngħid dan mhux għax ma naqbilx.
367	unknown_367	Il-mira taċ-ċentru hi li tagħmel ix-xjenza aċċessibbli għal kulħadd.
368	unknown_368	Illum, biex sempliċement tingħata seduta quddiem l-appell trid tistenna disa' xhur!
369	unknown_369	U jekk qed taħsbu li l-poplu mhux qed jinduna, żbaljati!
370	unknown_370	L-aħħar ħaġa nett kienet il-patient registration.
371	unknown_371	Fil-Qorti ntqal li l-akkużat għandu problema tad-droga.
372	unknown_372	Il-bailout huwa marbut ma' ħafna miżuri ta' awsterità.
373	unknown_373	Il-lecture room li tinsab ġewwa Mater Dei hija mgħammra b'temperature sensors.
374	unknown_374	Qegħdin naqblu s'hemmhekk?
375	unknown_375	Sur Farrugia, ħalli nagħmlu daqsxejn ordni.
376	unknown_376	Jista' jgħid fiex kien jikkonsisti kull ilment?
377	unknown_377	Salvajna l-Ewropa?
378	unknown_378	Kemm minn dawn il-meters twaħħlu fuq boreholes li jintużaw għal skop agrikolu?
379	unknown_379	Din il-kongregazzjoni se tkun qed tiltaqa' fil-ġimgħat li ġejjin.
380	unknown_380	Hawnhekk mhux qed nitkellmu fuq riċerka fl-Universita'.
381	unknown_381	Ronaldinho deher li għandu l-qagħda u kien intunat tajjeb.
382	unknown_382	Jibda jwaħħal f'kollox u f'kulħadd minbarra fih innifsu.
383	unknown_383	Hawn qed nagħtu mudell ta' kif wieħed għandu jitratta problemi bħal dawn.
384	unknown_384	Għalhekk dan il-Gvern ħaqqu l-fiduċja ta' din il-Kamra.
385	unknown_385	Fenech qalet kif għaliha, Puttinu jfisser ħafna.
386	unknown_386	Muscat wieġeb mhux ħati għall-akkużi.
387	unknown_387	L-informazzjoni qed titpoġġa fuq il-mejda tal-kamra.
388	unknown_388	Il-ħatra tiegħu tħabbret mill-Arċisqof Pawlu Cremona.
389	unknown_389	U x'kien jagħmel Monsinjur Scicluna meta kien għadu żgħir?
390	unknown_390	Dak hu, hux hekk?
391	unknown_391	Ix-xufier ittieħed l-isptar Mater Dei b'ambulanza.
392	unknown_392	L-impenn tagħna huwa li nipprovdu servizz.
393	unknown_393	Tistgħu tisimgħu l-opinjoni tagħhom fl-awdjo.
394	unknown_394	Innominajna wkoll sitt żoni marittimi protetti għall-karatterestiċi tagħhom marbuta mal-ambjent.
395	unknown_395	Ninsab kuntent bil-prestazzjoni tal-plejers kollha.
396	unknown_396	Newsbook tkellem ma' Dun Jonathan Farrugia, saċerdot Malti li qed jistudja Ruma.
397	unknown_397	Għaddew sentejn.
398	unknown_398	Fortunatament it-tfal ma sofrew mill-ebda ġrieħi.
399	unknown_399	Naslu fit-tmiem ta' din il-laqgħa.
400	unknown_400	Aħna għedna li għandhom jiġu published.
401	unknown_401	Xejn verament importanti, qalet b'sarkażmu.
402	unknown_402	Lil min tħallsu dawn il-flus, meta u x'kienu l-ammonti?
403	unknown_403	Ministru, inti avukat.
404	unknown_404	Għaliex kieku mhuwiex hekk, m'għandniex problemi partikolari.
405	unknown_405	Is-suppliment jiġi f'bott iswed f'kaxxa sewda.
406	unknown_406	Jista' jgħid għalxiex kienu l-allowances mogħtija lilu?
407	unknown_407	Għalhekk jista' l-Ministru jagħtina timeframe?
408	unknown_408	Huwa fatt magħruf li l-kriżi ekonomika tista' toħloq stress fuq il-ħaddiema.
409	unknown_409	Dan l-aġir partikolari minn Easygas mhux xi każ iżolat.
410	unknown_410	Ma nafx x'inhija d-differenza!
411	unknown_411	Il-kumpilazzjoni tkompli f'Jannar.
412	unknown_412	Tista' tikkonferma jekk il-bord isegwix il-procurement regulations?
413	unknown_413	Jista' jgħid x'tip ta' ppjanar qed isir f'dan ir-rigward?
414	unknown_414	Aħna għalhekk qegħdin nipproponu din l-emenda.
415	unknown_415	Mela ħa naraw minn fejn tlaqna.
416	unknown_416	Se jittieħdu passi biex il-kontroll jikber.
417	unknown_417	Nerġa' ngħid, aħna konna ċari f'dak li se nkunu qegħdin nagħmlu.
418	unknown_418	Kantanta li għad narawha żgur tibrilla f'pajjiżna.
419	unknown_419	Fost il-pubbliku preżenti kien hemm l-eks Ministru George Pullicino.
420	unknown_420	Liem huma l-bands li jispirawkom?
421	unknown_421	L-ewwel taqsima spiċċat b'gowl vantaġġ għal Qormi.
422	unknown_422	Xarabank ma beżax mill-isfida.
423	unknown_423	Jien fhimt mingħand il-Ministru li dawk id-dispożizzjonijiet daħħaltuhom.
424	unknown_424	Min jintgħażel ser jingħata t-taħriġ speċifiku meħtieġ.
425	unknown_425	Għandna lill-Ministru bħala mistiedna f'dan il-Kumitat.
426	unknown_426	Ħalli ngħid issa għalfejn inqis dan ir-rapport bħala żbaljat.
427	unknown_427	Tgħid li din hi xi ħaġa li tista' tagħmel kuljum.
428	unknown_428	Fil-fatt naħseb li din kienet il-problema.
429	unknown_429	It-target huwa żero.
430	unknown_430	Dan kollu biex inkomplu nsostnu l-attività ekonomika ta' pajjiżna.
431	unknown_431	Ħaġa torbot mal-oħra.
432	unknown_432	Appella biex il-kelma ' ħniena' tħalli eku f'qalbna u tgħinna naġixxu.
433	unknown_433	Il-katavri bejn iż-żewġ gżejjer normalment jinġarru fuq lanċa.
434	unknown_434	Vittoriosa Stars u Tarxien Rainbows akkwistaw punt ieħor f'partita interessanti ħafna.
435	unknown_435	Fil-fatt b'xi mod jew ieħor kważi dejjem ġibtha żewġ.
436	unknown_436	Allura min se jerfa' r-responsabilità għal dan?
437	unknown_437	Il-klassi politika trid tagħti rendikont ta' għemilha lill-elettorat.
438	unknown_438	Illum kulħadd hekk jagħmel.
439	unknown_439	Jiġifieri jiena ma kellix opinjoni dakinhar u lanqas għandi opinjoni llum.
440	unknown_440	Kemm hi l-ispiża s'issa?
441	unknown_441	Il-każ se jkompli f'Lulju li ġej.
442	unknown_442	Kemm inqdew?
443	unknown_443	Għal dan il-għan se jiddaħħal Artiklu ġdid fil-Kostituzzjoni ta' Malta.
444	unknown_444	Però l-mixja hi waħda twila u li fadal xi jsir fiha.
445	unknown_445	Aħna ninsabu fil-Mediterran.
446	unknown_446	Dak li qed nipprova ngħid jien.
447	unknown_447	Sur President, jien kont qed insemmi lili nnifsi bħala student.
448	unknown_448	Din kienet il-politika mwiegħda mill-Partit Laburista meta kien fl-oppożizzjoni.
449	unknown_449	U hekk għamel.
450	unknown_450	Ma kienx hemm evidenza.
451	unknown_451	Kemm kien hawn attempted suicides?
452	unknown_452	Illum se jkun hemm ukoll sessjonijiet ta' kayaking fix-xatt tal-Belt.
453	unknown_453	Titkanta l-litanija.
454	unknown_454	Din ma neħodhiex bi kbira għaliex dawn l-affarijiet kont nismagħhom jien stess.
455	unknown_455	L-ambjent tad-Depot huwa differenti ħafna mill-Università.
456	unknown_456	Ressaqt l-ilment quddiem l-awtoritajiet kkonċernati.
457	unknown_457	Meta hu ppjanat li se jitlesta dan ix-xogħol?
458	unknown_458	Ħaġa tibda tiġbed lill-oħra.
459	unknown_459	X'inhuma dawk l-affarijiet li tixtieq issib aktar fil-magażin?
460	unknown_460	Kif qed nitkellmu hekk?
461	unknown_461	L-ewwel nett ħalli niċċara din il-kwestjoni tal-garanziji.
462	unknown_462	Fejn nista' mmur biex ninħeba minnek?
463	unknown_463	""" "" Mhix faċli li tkun ikkowċjat minn misserek, lanqas xejn!"
464	unknown_464	Jista' jikkonferma jekk ikunx hemm kopja tal-kont l-antik fil-file?
465	unknown_465	Għalfejn ma nġibux persuna mill-Unjoni Ewropea li jkollha aktar esperjenza?
466	unknown_466	Ma kontx naf x'ġara mill-bqija tal-familja.
467	unknown_467	Qal li għalhekk m'hemmx bżonn tinħoloq kontroversja dwar hekk.
468	unknown_468	Kien hemm żmenijiet meta wasalna aktar minn żmenijiet oħra.
469	unknown_469	Xi tfisser għalik id-drama?
470	unknown_470	Mela l-messaġġ tagħna llejla huwa ċar.
471	unknown_471	Qalet li dan huwa eżempju ċar ieħor ta' kaċċa sostenibbli.
472	unknown_472	Din l-ittra qiegħda wara d-deċiżjoni tal-Bord.
473	unknown_473	Huwa insista li l-immigrant mhuwiex numru imma persuna umana.
474	unknown_474	Dan il-Gvern lest li jaħdem mas-settur privat.
475	unknown_475	Iva, jien kont diġà naf.
476	unknown_476	Naħseb hawn wieħed jassumi li biex ittieħdet deċiżjoni bħal din kien sar studju.
477	unknown_477	Meta wieħed jingħata r-residenza jrid jagħmel ftit taż-żmien residenti fil-pajjiż.
478	unknown_478	Indirizza lili.
479	unknown_479	L-Oppożizzjoni dejjem qaltlu li hemmhekk hemm il-periklu.
480	unknown_480	""" Tista' tagħtini ftit ilma? """
481	unknown_481	Però jiddispjaċini, aħna mhux hekk se nagħmlu.
482	unknown_482	Ħamsin sena mhux xi żmien twil wisq storikament.
483	unknown_483	Dan il-ktieb fih diversi attentati u anke attentati li ma twettqux.
484	unknown_484	X'ħajrek għall-palk?
485	unknown_485	Dawn iż-żewġ sejħiet kienu għal għoxrin liċenzja kull waħda.
486	unknown_486	Dan l-ammont hu l-prezz totali ta' meta ngħata t-tender.
487	unknown_487	Jiġu mumenti.
488	unknown_488	Bħalissa aħna għandna minimum standards.
489	unknown_489	Nissuġġerixxi li l-istess mistoqsija ssir lill-Ministru tat-Trasport u Komunikazzjonijiet.
490	unknown_490	U xorta se jkollu struttura dan.
491	unknown_491	X'jirriżulta?
492	unknown_492	Sussegwentement ma bqajniex biss fuq dik ir-risposta, imma bqajna ninsistu.
493	unknown_493	Dan il-portafoll jinkludi wkoll il-kaċċa.
494	unknown_494	GĦadhom membri tal-Forzi Armati ta' Malta?
495	unknown_495	Dan minħabba li wieħed mill-kandidati pprotesta.
496	unknown_496	Tistgħu allura tgħiduli x'kienet ir-reazzjoni tal-Enemalta għal dan?
497	unknown_497	Jiġifieri għandek dak l-aspett ukoll.
498	unknown_498	Malli semagħha tgħid hekk, Mark infexx jibki.
499	unknown_499	Din abbandunawha għax kien proġett tal-Partit Laburista, kif abbandunaw proġetti oħra.
500	unknown_500	Altru ma kienx kumbinazzjoni fejn wasalna llum.
501	unknown_501	Iżjed tard huwa ġie ċċertifikat li jinsab fil-periklu li jitlef ħajtu.
502	unknown_502	Din is-sena l-Eurovision ġie qabel is-soltu.
503	unknown_503	Jista' l-Ministru jekk jogħġbu jwieġeb dawn il-mistoqsijiet waħda waħda?
504	unknown_504	Mhix kwestjoni ta' miżura popolari u mhux popolari.
505	unknown_505	Mhux kollox inutli?
506	unknown_506	Jiġifieri dan ma nistgħux niċħduh.
507	unknown_507	Sur President, jgħiduli biex nagħmel random tests.
508	unknown_508	Aktar minn hekk, trid tkun konvint minn dak li tkun qed tgħid.
509	unknown_509	Jekk fl-affermattiv, meta hemm il-ħsieb li din issir?
510	unknown_510	Dan m'għandux familja?
511	unknown_511	Imma n-nies qalu li sewwa għamel il-Gvern li għolla l-alkoħol!
512	unknown_512	Dan l-avveniment jista' jfisser ħafna psikoloġikament u jista' ma jfisser xejn.
513	unknown_513	Id-data mhijiex importanti.
514	unknown_514	Il-gruppi jiġu wieħed wara l-ieħor.
515	unknown_515	Issemmiet l-importanza tal-edukazzjoni anke f'dan il-qasam.
516	unknown_516	Kemm kienu vvotati flus?
517	unknown_517	X'kienu r-riżultati ta' din l-ispezzjoni?
518	unknown_518	Huma kienu assistiti minn Alfred Ellul Mercer u Jesmond Caruana.
519	unknown_519	L-istatistika għax-xahar ta' Ġunju għadha qed tinġabar.
520	unknown_520	Altru minn koppja f'riskju ta' faqar!
521	unknown_521	Madankollu semma li din l-għajnuna mhix biżżejjed.
522	unknown_522	Il-karti litteralment jitgħawġu bl-umdità!
523	unknown_523	Għaliex ma studjajtx jekk stajtx tagħmlu barra l-port?
524	unknown_524	Fl-inċident kienu involuti wkoll żewġ karozzi oħra.
525	unknown_525	Is-segwaċi tal-festival xtaqu li jsir f'Salzburg.
526	unknown_526	Inħossni qed niċċaqlaq.
527	unknown_527	Barra minn hekk xi dipartimenti mistennija jiġu trasferiti f'dawn is-sulari.
528	unknown_528	Jiġifieri hija mistoqsija speċifika.
529	unknown_529	Biex wieħed jakkwista liċenzja għal arma jrid ikun irreġistrat ma' organizzazzjoni.
530	unknown_530	Kif issa ġie Ruma u qed jgħid mod ieħor?
531	unknown_531	Huma kkonċelebraw il-quddiesa flimkien mal-kardinali l-oħra.
532	unknown_532	Se naħdmu għal xogħol f'Għawdex għall-Għawdxin.
533	unknown_533	Erfa' rasek 'il fuq.
534	unknown_534	F'liema dixxiplini tispeċjalizza fl-atletika u liema waħda tippreferi?
535	unknown_535	Jeff Young niżżel ismu bħala l-aktar partitarju akkanit fid-dinja.
536	unknown_536	Allura x'inhu l-iskop li wieħed iwaħħal it-tabelli tat-towing zone?
537	unknown_537	Mort inħares mill-qrib lejn il-blata.
538	unknown_538	Enemalta ilha targumenta magħhom.
539	unknown_539	Dan kollu jfisser ukoll li aħna għażilna li naġixxu u mhux li nparlaw.
540	unknown_540	Jirriżulta li l-barrani rreżista l-arrest u pprova jaħrab.
541	unknown_541	Din in-naħa tal-Kamra ma taħdimx b'dak il-mod.
542	unknown_542	Meta hu maħsub li joħorġu r-riżultati?
543	unknown_543	Dan wara t-telfa kbira li Tottenham kellhom f'darhom ma' Liverpool.
544	unknown_544	Din l-iskema kienet tajba fuq diversi livelli.
545	unknown_545	L-istorja tirrepeti ruħha.
546	unknown_546	Din hi meqjusa rebħa għad li fadal xi jsir biex il-militanti jingħelbu.
547	unknown_547	Min qed imexxih?
548	unknown_548	Ħafna drabi.
549	unknown_549	Hija preżenza ta' Knisja qrib il-ħabsi.
550	unknown_550	Il-Ministru qed jitkellem b'ton li qisu m'hemmx iżjed xi jsir.
551	unknown_551	Naqralek x'kont qed ngħid qabel.
552	unknown_552	Il-kelma tiegħu tgħallem, turi t-triq.
553	unknown_553	X'inhuma l-unuri li ksibt?
554	unknown_554	Jiena qatt ma ċċekkjajt il-ħin.
555	unknown_555	Min kitbu ma jgħixx aktar hawn u kitbu wara li telaq.
556	unknown_556	L-għażla li wieħed jagħmel għandna nħalluha.
557	unknown_557	Il-vittmi kollha huma mistennija li jsalvaw minn dan l-attakk.
558	unknown_558	Farrugia kien ġuvni.
559	unknown_559	Naħseb dik li kienet.
560	unknown_560	Din l-edizzjoni se ssir fil-Kanada.
561	unknown_561	Anke dan jikkonċerna l-gżira sabiħa t'Għawdex.
562	unknown_562	Għandek xi ħadd fil-familja li ħajrek għal dan?
563	unknown_563	Dan ikompli jgħin biex Malta tkompli tkun destinazzjoni kulturali b'saħħitha fil-Mediterran.
564	unknown_564	Hemm iżda xi ħaġa li naħseb ftit jirriflettu dwarha.
565	unknown_565	Wara l-Kummissarju tat-Taxxi Interni.
566	unknown_566	It-tnejn eċitanti.
567	unknown_567	Kien ilu kampanja sħiħa, hu u sħabu jinsistu miegħi biex nirriżenja.
568	unknown_568	Dan huwa l-mod professjonali kif tkejjel ir-rata tal-qgħad fil-pajjiż.
569	unknown_569	X'hemm maħsub għal dawn l-istalls?
570	unknown_570	Ħalli niċċara l-affarijiet.
571	unknown_571	Fostering jeżisti?
572	unknown_572	Min se jagħti dan ir-rimedju?
573	unknown_573	Blatter tkellem fuq il-futbol Taljan u l-investimenti tal-barranin fl-Italja.
574	unknown_574	Ngħaddu għall-punt li jmiss fl-Aġenda ' Affarijiet oħra'.
575	unknown_575	Kemm ingħata ħlas ta' kera fis-sena?
576	unknown_576	Minfloku se jkun hemm funtana.
577	unknown_577	Billi jien ħriġt enforcement notice x'valur iżjed se nagħti lill-proċess?
578	unknown_578	Il-Punent mhux jimxi b'onestà.
579	unknown_579	U dawn it-tfal isibu tassew ħajja ġdida.
580	unknown_580	U żgur li jagħmel hekk!
581	unknown_581	Ir-radju sar parti kbira minni.
582	unknown_582	L-aħħar punt huwa dwar il-pubblikazzjoni tal-ismijiet.
583	unknown_583	Fil-fatt huma ħarġu mill-isptar ġimagħtejn wara.
584	unknown_584	Minn hemm 'il quddiem, bdejt nieħu l-basketball aktar bis-serjetà.
585	unknown_585	Oħrajn ġrew lejn il-kmamar tal-banju u ssakkru hemm.
586	unknown_586	"Qed ngħidu bejn "" Stati ġirien ""."
587	unknown_587	Nawguralkom iżjed xogħol, anzi inqas xogħol għaliex ikollna inqas infezzjonijiet.
588	unknown_588	X'unuri rbaħt fl-atletika?
589	unknown_589	Hawn qbil ma' din it-talba?
590	unknown_590	Fil-fatt saret inkjesta u issa ngħalqet.
591	unknown_591	Barbariżmu tassew kreattiv!
592	unknown_592	Jista' jgħid jekk kienx hemm tnaqqis ta' ħinijiet f'dan il-programm?
593	unknown_593	Dan għalhekk jagħti wkoll ċerta idea ta' trasparenza.
594	unknown_594	X'inhuma l-pjanijiet tagħkom għall-istaġun li ġej?
595	unknown_595	Dawn affarijiet tad-dinja l-oħra!
596	unknown_596	Bħalissa hemm diskrepanza bejn il-kulleġġi f'dan ir-rigward.
597	unknown_597	George sellili!
598	unknown_598	Jien qed nagħmel dawn aktar bħala kjarifiki.
599	unknown_599	"Dan il-vjaġġ hu sejjaħlu "" Tislima lill-ħajja ""."
600	unknown_600	Issa jonqos biss l-approvazzjoni ta' Papa Franġisku.
601	unknown_601	Iżda l-kompetittività ma tiġix waħedha, wieħed irid jaħdem għaliha qatigħ.
602	unknown_602	Dawn il-prestazzjonijiet wasslu wkoll biex Kane ġie msejjaħ man-nazzjonal.
603	unknown_603	Tħabbret il-mewt tal-Maġistrat Joseph Apap Bologna li kien irtira sentejn ilu.
604	unknown_604	F'dawn l-aħħar sentejn ħajti nqalbet ta' taħt fuq.
605	unknown_605	Bdiet tipprova tfittixha, forsi kienet waqgħetilha fuq iċ-ċint.
606	unknown_606	F'dawk l-għaxart ijiem.
607	unknown_607	Tidher tassew ferħana li tkun omm ta' Owen.
608	unknown_608	Mhux għax mhux importanti li tkun taf kif suppost isiru l-affarijiet.
609	unknown_609	Hu mistenni jirritorna lura fil-Belt tal-Vatikan dakinhar stess.
610	unknown_610	Aħna approvajna town centre management.
611	unknown_611	Sostniet li kienet il-fidi tagħhom f'Alla u f'Marija li għenithom.
612	unknown_612	Hemm xi oġġezzjoni għal dan il-live streaming?
613	unknown_613	Minħabba l-valur tal-oġġett.
614	unknown_614	Dejjem hekk sar!
615	unknown_615	Dan huwa r-rappreżentant tal-Oppożizzjoni!
616	unknown_616	Min huwa responsabbli għalihom?
617	unknown_617	Jiddikjara li din ukoll saret minn wara dahar il-Korp.
618	unknown_618	X'kien jiġi diskuss f'dawn il-laqgħat kordjali?
619	unknown_619	Dan bil-konsegwenza li l-Kunsilli Lokali jispiċċaw jaffaċċjaw kritika inġusta huma stess.
620	unknown_620	Intelliġenti, intensiv, lingwistikament eċċellenti.
621	unknown_621	Irridu naċċertaw irwieħna li dawn it-tfal ikunu f'idejn tajba.
622	unknown_622	Tarcisio Mifsud u min aktar?
623	unknown_623	Mhux nistaqsi qiegħed?
624	unknown_624	X'inhu l-istil tal-kant tiegħek?
625	unknown_625	Anzi kollha jgħidulek li qed iħossu aktar piż.
626	unknown_626	Ippermettili, biex nifhem.
627	unknown_627	Wara ssir l-għażla minn kumitat apposta.
628	unknown_628	Meta ġew impjegati dawn il-persuni?
629	unknown_629	Qablek min kien hemm?
630	unknown_630	Jgħidulek: X'jiġifieri ma sarx?
631	unknown_631	Ħassu ddiżappuntat li kien tilef tqarbina fil-ġurnata tal-Ħadd.
632	unknown_632	Il-lista tal-artisti ta' din is-sena għadha mhux imħabbra.
633	unknown_633	Aħna m'aħniex kuntenti bis-sitwazzjoni dwar l-immigrazzjoni illegali.
634	unknown_634	Aħna qed nappellaw biex il-Gvern ma jarax biss short - term.
635	unknown_635	Dawn huma ideat żbaljati.
636	unknown_636	Meteorita kbira laqtet in-nofsinhar tat-Tuneżija.
637	unknown_637	Din aħjar inneħħuha.
638	unknown_638	Imbagħad daħħalna t-tibdil li sar fil-mandati eżekuttivi u kawtelatorji.
639	unknown_639	Min kien responsabbli għal dawn l-attivitajiet u kemm ġiet tiswa kull attività?
640	unknown_640	Għalfejn ipproponejna dak li pproponejna?
641	unknown_641	Għaliex qed inqajjem dan kollu, Sur President?
642	unknown_642	Huwa kien qed isuq fid-direzzjoni ta' Santa Luċija.
643	unknown_643	Għandna idea meta se tkun din id-data?
644	unknown_644	Ix-xufier tal-Ministru Manwel Mallia iwieġeb fl-affermattiv.
